number of agents,random seed,average utility of best design,average utility of voted design,smax,smin,number of created designs,utility param,number of same designs
10,0,0.3326268889456051,0.3326268889456051,0.6575133821685462,0.3320519433403389,12,40,0
20,0,0.4085467130488305,0.4084817523585701,0.5974053775162897,0.4069729238221823,12,40,11
30,0,0.4178205451053156,0.4176349698848267,0.5736628613998438,0.416270338621336,7,40,40
40,0,0.4291946356234663,0.42843165606862765,0.5602789430276661,0.42770244694229625,3,40,79
50,0,0.45811182470419987,0.4346462801929546,0.5625901425483094,0.4329976558577026,1,40,125
60,0,0.46938820835112655,0.46938820835112655,0.5611280980796477,0.4535494006509102,1,40,182
70,0,0.4742190164348378,0.4742190164348378,0.5499546100834666,0.46690972890067417,1,40,258
80,0,0.4867943800410184,0.46683748968525246,0.548931490775958,0.46648578752429753,1,40,345
90,0,0.5024237710291626,0.46542292825669307,0.5528671905153182,0.46511015723516397,1,40,438
100,0,0.5119258291359516,0.5119258291359516,0.5457159411141732,0.46437235007095956,1,40,547
10,1,0.37844979726264455,0.3782903179549039,0.7228033764182845,0.37706166290562393,12,40,0
20,1,0.4390298862045605,0.4390298862045605,0.6134495540705167,0.4370690566884126,7,40,10
30,1,0.4600903754616183,0.4597652127487031,0.5875478465889192,0.4587518789257322,4,40,42
40,1,0.4502496223221243,0.4502496223221243,0.5980893550716706,0.434089860033304,1,40,77
50,1,0.45913652736673455,0.44276174478026314,0.6182701833657396,0.44138291611332275,1,40,131
60,1,0.4783687355152131,0.4783687355152131,0.6329030117177975,0.45809065906564,1,40,186
70,1,0.4823244076608895,0.4823244076608895,0.6291234953478034,0.4635163793643159,1,40,256
80,1,0.49153497376685795,0.49153497376685795,0.6275017655015611,0.4758930262912435,1,40,342
90,1,0.4906914027256602,0.4782208753945399,0.601010849314907,0.47792598325506574,1,40,432
100,1,0.497294838810333,0.48306490391022516,0.5951247070357114,0.4786846753023748,1,40,541
10,2,0.3959784729782522,0.3959784729782522,0.7016295033712299,0.3956601657278947,10,40,0
20,2,0.43019716658581436,0.43019716658581436,0.6380212375039399,0.4295527082991075,6,40,12
30,2,0.45925383846609136,0.45916273106944805,0.6179752798750863,0.4586783871232277,14,40,27
40,2,0.46585684310317516,0.46577654282149217,0.5919040999129861,0.46571687186845184,1,40,65
50,2,0.48322748675284216,0.4829354981159885,0.6036896087383581,0.48264401566419274,1,40,113
60,2,0.4746203463954973,0.4740380290074582,0.5852018010901283,0.4739679305874602,1,40,167
70,2,0.47448256036860326,0.4741031543241253,0.5608184652600661,0.4732340065699273,1,40,226
80,2,0.4785959388135346,0.4782691195992599,0.5598931303481363,0.4778052013166767,1,40,312
90,2,0.4889934970104529,0.4881500433328877,0.5489308564994603,0.4881500433328877,1,40,412
100,2,0.4936170696284677,0.4936170696284677,0.545437403301056,0.49263007428152195,1,40,504
10,3,0.3491961458900939,0.3491961458900939,0.6567746649437372,0.3484433928311218,9,40,0
20,3,0.4180904282467831,0.41760176453591963,0.6101065803298809,0.416998815775821,14,40,5
30,3,0.4484363622051353,0.448278744147925,0.595706507284442,0.44770220110737535,5,40,22
40,3,0.4643340425037351,0.4643340425037351,0.5829131374829236,0.46368266794412366,1,40,62
50,3,0.467161484369359,0.46639330539580454,0.5948692726827659,0.46580271174248017,1,40,114
60,3,0.4788684908503703,0.47827355819746065,0.5881477373314123,0.4781072897868288,1,40,176
70,3,0.48578982363541434,0.48578982363541434,0.5863481799428386,0.4853086681262991,1,40,249
80,3,0.4955382751284265,0.4952239333103877,0.5716173854913743,0.4949466265291987,1,40,326
90,3,0.4894615354429636,0.48934507923696385,0.5546157664432012,0.4890275936444024,1,40,415
100,3,0.4961855161188305,0.49609781268691555,0.553265454127248,0.49526803030473476,1,40,518
10,4,0.34787752392057775,0.34787752392057775,0.587529520108719,0.3473894666711096,9,40,0
20,4,0.40288900998146027,0.40212943433135734,0.5848305758943442,0.40096094888985007,16,40,6
30,4,0.4616306834533582,0.4605797292349807,0.6003736019473048,0.45826549306951364,12,40,26
40,4,0.4684815505054666,0.4684611500613326,0.5838947618579368,0.4678424167264191,1,40,59
50,4,0.47738232114982515,0.4771243482794859,0.5777916932615039,0.4753104214134148,1,40,106
60,4,0.47635593336746335,0.4740985149390351,0.5744921604077492,0.4740985149390351,1,40,155
70,4,0.4887310042492418,0.4886296762066614,0.5789304758011704,0.4872499215611316,1,40,234
80,4,0.4905646817535657,0.485532346606389,0.5561613275830604,0.4836714048740817,1,40,316
90,4,0.49614505192046054,0.48722280763362413,0.550982288354463,0.48462570898418444,1,40,402
100,4,0.49898147982862784,0.49647778646050056,0.552928652614714,0.4931135586273551,1,40,494
10,5,0.3374612759689282,0.3374612759689282,0.6671134331945863,0.33598308236376917,9,40,0
20,5,0.43603339856525053,0.43603339856525053,0.6090871684312377,0.43409442998723036,9,40,12
30,5,0.43572793793631914,0.4348591659889374,0.6006711623741265,0.43369919967541704,2,40,39
40,5,0.442509211458986,0.442509211458986,0.582393605704,0.4403271265486503,1,40,82
50,5,0.4713395873172634,0.4713395873172634,0.5719378624929404,0.4696207525523834,1,40,135
60,5,0.4777113019337226,0.4777113019337226,0.5848893278701291,0.47567257179069183,1,40,194
70,5,0.47812559465539073,0.4778504826277252,0.5724394343363999,0.4767321646215185,1,40,261
80,5,0.4773182007146805,0.47688767588437136,0.5706938273581519,0.475199162302684,1,40,339
90,5,0.489205190940296,0.4883952576950342,0.5671464798154665,0.4871648063074234,1,40,432
100,5,0.49722283157086644,0.49666597688401254,0.5633350714741894,0.49438391663089304,1,40,524
10,6,0.36578035585083446,0.36578035585083446,0.6637312973415325,0.36525761351855346,10,40,0
20,6,0.39105910197793514,0.39105910197793503,0.5967197226592977,0.38755342806607423,5,40,16
30,6,0.43371494541331196,0.43201686784343224,0.567465180900437,0.4318630217309471,4,40,47
40,6,0.444624221910083,0.44429117789076233,0.5921060627357153,0.4435470288287668,1,40,88
50,6,0.4624741858065461,0.4476914425084867,0.5649337846056505,0.44389967807033204,1,40,142
60,6,0.4745387863076035,0.4745387863076035,0.563282788301221,0.4584610638105591,1,40,200
70,6,0.4889073622254632,0.4730752494005794,0.5495862097627584,0.4711111200883826,1,40,278
80,6,0.47690492850784444,0.4767000782177767,0.5532420230948563,0.4676519323026079,1,40,359
90,6,0.48673764249611495,0.48673764249611495,0.5466854538970448,0.4662975517148634,1,40,443
100,6,0.49180187574649536,0.47529474386353354,0.5506521846642878,0.47446789801633066,1,40,537
10,7,0.3590485187665458,0.3590485187665458,0.6472273955619157,0.35872120061043344,12,40,0
20,7,0.45361463954605397,0.4522145876053405,0.6071314981607138,0.44939512771528706,5,40,11
30,7,0.4735482984270074,0.4724367443205661,0.584874103381199,0.4701329661867925,1,40,42
40,7,0.4758369638439294,0.4698167960942044,0.5764298229069398,0.4663882127882477,1,40,77
50,7,0.49110857994908175,0.4520136650914048,0.5619993852484593,0.4488191571030166,1,40,134
60,7,0.4816470688127618,0.4816470688127618,0.5570469937317561,0.46576813510362136,1,40,194
70,7,0.480934134233541,0.480934134233541,0.541212437909935,0.4478941128499279,1,40,266
80,7,0.48620713958096234,0.4452159766089291,0.5495584481532875,0.44426273932607796,1,40,342
90,7,0.47909476619113456,0.4736424828834563,0.5476063747836598,0.44729186367024437,1,40,427
100,7,0.47992647208453315,0.4583271964791979,0.54167971059768,0.45773581792276796,1,40,530
10,8,0.36247112904129375,0.36247112904129375,0.6367146760956056,0.36132095174758383,12,40,0
20,8,0.4375057700850508,0.4375057700850508,0.605305050378776,0.4343763536776971,11,40,9
30,8,0.4707648333141799,0.4707648333141799,0.5914474689278553,0.4703816364841374,3,40,37
40,8,0.4836066103940829,0.48324895388494127,0.5827876046034399,0.4818341507694299,1,40,78
50,8,0.4888612389176207,0.4888612389176207,0.5712555888429032,0.48600197898757963,1,40,132
60,8,0.4790086559491674,0.4790086559491674,0.5619094472661063,0.4760957311352492,1,40,191
70,8,0.48079340659530434,0.48079340659530434,0.561579336577753,0.4786140832257336,1,40,260
80,8,0.48156926814694706,0.48156926814694706,0.5639066308635837,0.47605078525627337,1,40,345
90,8,0.48502795461446846,0.48404404334481205,0.5567481664072007,0.4834526107035479,1,40,428
100,8,0.48636209090766463,0.47999635483625785,0.560258279894241,0.47844811457980546,1,40,532
10,9,0.3341576031022276,0.3341576031022276,0.7210968700389843,0.33323939314496315,11,40,0
20,9,0.4849073401846102,0.4843214876675468,0.6084486294412759,0.48135175886343473,6,40,12
30,9,0.5001371139496033,0.5001371139496033,0.5897298096388646,0.4971869101568042,3,40,40
40,9,0.5003775450243196,0.5003775450243196,0.5714987990199085,0.4962964624216483,1,40,81
50,9,0.4938975968723092,0.4938975968723092,0.5634973419694302,0.48917760325594983,1,40,124
60,9,0.49888759009085265,0.49888759009085265,0.5650618504967134,0.4951540625363168,1,40,178
70,9,0.499861696195931,0.49948502099985276,0.556377889125092,0.49737083590489123,1,40,240
80,9,0.5069057988534087,0.5065520463650757,0.551951746200489,0.5045489919671405,1,40,316
90,9,0.5003670212919308,0.500097079687858,0.5526005908504963,0.49851159735829065,1,40,414
100,9,0.4980080884190219,0.4980080884190219,0.5542638063344186,0.49576806031506643,1,40,526
